Song Name,Artist Name,Mood,Song Link,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
Malang,Ved Sharma,Angry,https://youtu.be/KBIq11mNB0I?feature=shared,68,0.384,0.728,7,-6.503,0,0.0623,0.329,1.85E-05,0.329,0.311,156.396,287374
Walk It Talk It,Migos,Angry,https://youtu.be/A_xWDAbnBSU?feature=shared,78,0.907,0.633,2,-5.145,1,0.184,0.0876,2.60E-06,0.106,0.395,145.914,276147
Baari,Bilal Saeed,Angry,https://youtu.be/h18s7zlYOyg?feature=shared,62,0.432,0.612,11,-8.846,0,0.211,0.00185,0,0.308,0.253,88.716,205333
Levitating,Dua Lipa,Angry,https://youtu.be/1j_XvebOg4c?feature=shared,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Lucid Dreams,Juice WRLD,Angry,https://youtu.be/mzB1VGEGcSU?feature=shared,82,0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97,190534
Our Song,Anne-Marie,Angry,https://youtu.be/E6oWODMxvbA?feature=shared,64,0.474,0.792,5,-3.302,1,0.051,0.0662,1.09E-06,0.277,0.31,141.926,251831
Gang Shit No Lame Shit,Key Glock,Angry,https://youtu.be/sbP-2pXrvXg?feature=shared,66,0.494,0.651,11,-4.127,0,0.0384,0.0819,0,0.104,0.162,149.979,222400
Besabriyaan,Armaan Malik,Angry,https://youtu.be/UBBHpoW3AKA?feature=shared,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
What If,Johnny Orlando,Angry,https://youtu.be/5ZTEjjh7clE?feature=shared,0,0.333,0.637,1,-4.904,0,0.0581,0.131,1.80E-05,0.149,0.132,139.898,172693
Interstellar,Geek Music,Angry,https://youtu.be/1ki7oATXdXc?feature=shared,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Jalebi Baby,Tesher,Angry,https://youtu.be/IFtwhMK64H8?feature=shared,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Two of Us,Louis Tomlinson,Angry,https://youtu.be/jukhJtIhsik?feature=shared,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
Stereo Love,Edward Maya,Angry,https://youtu.be/y9Kqb2z9Lzs?feature=shared,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Baarishein,Anuv Jain,Angry,https://youtu.be/PJWemSzExXs?feature=shared,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Sygrayem,Carlos Rafael Rivera,Angry,https://youtu.be/wA-haP13APo?feature=shared,64,0.474,0.792,5,-3.302,1,0.051,0.0662,1.09E-06,0.277,0.31,141.926,251831
Training With Mr. Schaibel,Carlos Rafael Rivera,Angry,https://youtu.be/-FxHLHXgz8U?feature=shared,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
good 4 u,Olivia Rodrigo,Angry,https://youtu.be/gNi_6U5Pm_o?feature=shared,78,0.715,0.639,5,-5.017,0,0.0752,0.0622,0,0.157,0.151,149.996,205800
Dior,Pop Smoke,Angry,https://youtu.be/oorVWW9ywG0?feature=shared,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Another Love,Tom Odell,Angry,https://youtu.be/Jkj36B1YuDU?feature=shared,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Crooked Smile,J. Cole,Angry,https://youtu.be/2KK_Mxbc91I?feature=shared,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Teeth,5 Seconds of Summer,Angry,https://youtu.be/GLvoxKPNFbo?feature=shared,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
Astronomy,Conan Gray,Angry,https://youtu.be/B-W6JrZGLdE?feature=shared,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Want You Back,5 Seconds of Summer,Angry,https://youtu.be/EhSXsTSNDyo?feature=shared,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Believer,Imagine Dragons,Angry,https://youtu.be/W0DM5lcj6mw?feature=shared,69,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,231013
Radioactive,Imagine Dragons,Angry,https://youtu.be/w3viBe2Q0P8?feature=shared,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
Hymn for the Weekend,Coldplay,Angry,https://youtu.be/I4VVUPyb4MM?feature=shared,58,0.444,0.719,1,-3.513,0,0.0666,0.122,5.30E-06,0.115,0.159,149.941,272000
Peaches,Justin Bieber,Angry,https://youtu.be/kGcoKuK08-c?feature=shared,64,0.474,0.792,5,-3.302,1,0.051,0.0662,1.09E-06,0.277,0.31,141.926,251831
Grenade,Bruno Mars,Angry,https://youtu.be/EfnfzHmx4ek?feature=shared,58,0.444,0.719,1,-3.513,0,0.0666,0.122,5.30E-06,0.115,0.159,149.941,272000
Sideways,ILLENIUM,Angry,https://youtu.be/nPclk7MdqVo?feature=shared,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Night Changes,One Direction,Angry,https://youtu.be/bMBdqvJWofQ?feature=shared,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Into Your Arms,Witt Lowry,Angry,https://youtu.be/Gwg_KYNgu6Y?feature=shared,66,0.494,0.651,11,-4.127,0,0.0384,0.0819,0,0.104,0.162,149.979,222400
Arcade,Duncan Laurence,Angry,https://youtu.be/Qau6mObfSGM?feature=shared,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
E-ER,DJ Scheme,Angry,https://youtu.be/nTqn3FliaHA?feature=shared,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Ex Bitch,XXXTENTACION,Angry,https://youtu.be/irzTCNZvMd0?feature=shared,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Leave The Door Open,Bruno Mars,Angry,https://youtu.be/adLGHcj_fmA?feature=shared,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Butter,BTS,Angry,https://youtu.be/WMweEpGlu_U?feature=shared,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
Need To Know,Doja Cat,Angry,https://youtu.be/f9CPymNwkYw?feature=shared,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Stereo Hearts,Gym Class Heroes,Angry,https://youtu.be/KyDov-QJFGE?feature=shared,82,0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97,190534
The Business,TiÃ«sto,Angry,https://youtu.be/wJS9eb6_o00?feature=shared,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Tokyo Drift,Jenil,Angry,https://youtu.be/R-EhBVnaghA?feature=shared,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Hello,Pop Smoke,Angry,https://youtu.be/fazMSCZg-mw?feature=shared,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
One Dance,Drake,Angry,https://youtu.be/ki0Ocze98U8?feature=shared,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Closer,The Chainsmokers,Angry,https://youtu.be/25ROFXjoaAU?feature=shared,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
Call You Mine,The Chainsmokers,Angry,https://youtu.be/3XCVM3G3pns?feature=shared,66,0.584,0.607,11,-6.605,1,0.0356,0.426,0,0.101,0.374,117.817,194827
This Feeling,The Chainsmokers,Angry,https://youtu.be/YuPzpoC3QNc?feature=shared,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
Hide Away,Daya,Angry,https://youtu.be/CbjlBJkDx5E?feature=shared,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
Transparent Soul,WILLOW,Angry,https://youtu.be/eG9KzyVO638?feature=shared,82,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180823
Fingers Crossed,Trevor Daniel,Angry,https://youtu.be/xQpqlkN_Lhw?feature=shared,77,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519
Going Dumb,Alesso,Angry,https://youtu.be/2jjcuRckOJc?feature=shared,73,0.587,0.648,11,-6.927,0,0.0439,0.0561,0,0.115,0.281,144.028,220141
Midnight,Alesso,Angry,https://youtu.be/OD1pVMiBN_0?feature=shared,64,0.474,0.792,5,-3.302,1,0.051,0.0662,1.09E-06,0.277,0.31,141.926,251831
Selfish Love,DJ Snake,Angry,https://youtu.be/hMsu_Y-8iJs?feature=shared,82,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180823
Drag Me Down,One Direction,Angry,https://youtu.be/Jwgf3wmiA04?feature=shared,58,0.444,0.719,1,-3.513,0,0.0666,0.122,5.30E-06,0.115,0.159,149.941,272000
Beth's Story,Carlos Rafael Rivera,Angry,https://youtu.be/BEmR39zCTH4?feature=shared,58,0.444,0.719,1,-3.513,0,0.0666,0.122,5.30E-06,0.115,0.159,149.941,272000
The Green Pills,Carlos Rafael Rivera,Angry,https://youtu.be/U1cruhENBg8?feature=shared,66,0.494,0.651,11,-4.127,0,0.0384,0.0819,0,0.104,0.162,149.979,222400
Top Boards,Carlos Rafael Rivera,Angry,https://youtu.be/jiHa-0zrRTg?feature=shared,73,0.587,0.648,11,-6.927,0,0.0439,0.0561,0,0.115,0.281,144.028,220141
Playing Townes,Carlos Rafael Rivera,Angry,https://youtu.be/yHhXbMYoVeA?feature=shared,58,0.444,0.719,1,-3.513,0,0.0666,0.122,5.30E-06,0.115,0.159,149.941,272000
Hero,Cash Cash,Angry,https://youtu.be/wl_f-U49yX8?feature=shared,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
Throwback,Delaney Jane,Angry,https://youtu.be/ppakGBKNks0?feature=shared,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
Lose Somebody,Kygo,Angry,https://youtu.be/TmWih4XfRWY?feature=shared,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
Heartbreak Anthem,Galantis,Angry,https://youtu.be/HO_vqyiRGxM?feature=shared,77,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519
Higher Power,Coldplay,Angry,https://youtu.be/e-B7jMljhbk?feature=shared,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
Falling,Harry Styles,Angry,https://youtu.be/dSDehTfGYK4?si=ealNlUZQ0HtlJupe,77,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519
All Night,The Vamps,Angry,https://youtu.be/TIxGS55nafk?si=mTlHKkTkF3xvKOVP,62,0.541,0.653,5,-5.954,1,0.04,0.00531,0,0.126,0.264,123.854,212468
Lonely,Justin Bieber,Angry,https://youtu.be/D9qrObYGyvg?si=G43iZOMWVR1G01Cl,45,0.551,0.767,6,-4.602,1,0.0577,0.00383,0,0.129,0.391,90.032,206387
Perfect,One Direction,Angry,https://youtu.be/RaT5j7QKeCY?si=xNKysQi16DpwKzUL,41,0.234,0.752,1,-5.951,1,0.0748,0.0102,0,0.118,0.315,62.114,213879
Be Kind,Marshmello,Angry,https://youtu.be/xzVO_1CcwvA?si=LUT_2dVJXfOGeDLc,73,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46E-06,0.306,0.247,196.093,247267
All We Need,ODESZA,Angry,https://youtu.be/Oi4Cf6lkDr4?si=Sx0RYrCPZlrHcgLX,61,0.768,0.649,0,-8.508,0,0.0304,0.107,0.0202,0.133,0.36,122.009,149487
The Best Days,Sam Feldt,Angry,https://youtu.be/fRdlyFuDg8k?si=SSFAOS2xSzbFR3lt,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
Daylight,Klaas,Angry,https://youtu.be/vjVY6po5IPM?si=aJ2wCeSFHplBTlmu,75,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202
Body,Tion Wayne,Angry,https://youtu.be/gYPX5juKBvg?si=XJRQLtz-LFwBW7tI,41,0.234,0.752,1,-5.951,1,0.0748,0.0102,0,0.118,0.315,62.114,213879
Seaside Demo,SEB,Angry,https://youtu.be/LGHovmQMQwA?si=ztHc7_30_R1hSF69,73,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46E-06,0.306,0.247,196.093,247267
Kentucky State Championship 1963,Carlos Rafael Rivera,Angry,https://youtu.be/akJei_a0jeQ?si=tu0qYAdJkj016nFC,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Playing Beltik,Carlos Rafael Rivera,Angry,https://youtu.be/g62CXXgUnR8?si=LvcDLsUJ2yHwajYW,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Paris Tournament 1967,Carlos Rafael Rivera,Angry,https://youtu.be/dlJAmLZd4d8?si=9MVpFCOgvZmt_akM,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
Jolene!,Carlos Rafael Rivera,Angry,https://youtu.be/irnTlxdJghM?si=c9pjzUJgnV9tivny,41,0.234,0.752,1,-5.951,1,0.0748,0.0102,0,0.118,0.315,62.114,213879
Returning To Methuen,Carlos Rafael Rivera,Angry,https://youtu.be/bb4F_82L9FU?si=7F87cVSueAAHCPoq,82,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180823
USSR,Carlos Rafael Rivera,Angry,https://youtu.be/sRTEifFQ0GU?si=ui7cRwVCwhHL-9c1,73,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46E-06,0.306,0.247,196.093,247267
Borgov III,Carlos Rafael Rivera,Angry,https://youtu.be/bgOy2Uy5JWM?si=OTK8xADhfY2jmpu7,75,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202
Lost Cause,Billie Eilish,Angry,https://youtu.be/KwnORUP4ft0?si=cEHwio6XRNebj3rv,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
You Know You Like It,DJ Snake,Angry,https://youtu.be/MIuJVYNvC-s?si=OA0L4nJTKS-d-LaS,66,0.494,0.651,11,-4.127,0,0.0384,0.0819,0,0.104,0.162,149.979,222400
SOS,Avicii,Angry,https://youtu.be/NyQWdik20Oo?si=MTFVt705zhTE5uu7,57,0.564,0.722,11,-5.453,1,0.0444,0.566,1.26E-06,0.323,0.244,150.04,201600
Shade of Yellow,Griff,Angry,https://youtu.be/ZRpdrjR9Jk8?si=YK2kKxrxfdXtzuv3,58,0.496,0.679,8,-6.893,1,0.0345,0.0308,0.00327,0.316,0.224,105.059,268966
Moon Rider,Jai Wolf,Angry,https://youtu.be/9cslxSECkUg?si=A4wYwsvTkbEGLiMr,62,0.541,0.653,5,-5.954,1,0.04,0.00531,0,0.126,0.264,123.854,212468
Lost,ILLENIUM,Angry,https://youtu.be/5dJG_DdOuOM?si=dak32qE2LPKQM49w,66,0.584,0.607,11,-6.605,1,0.0356,0.426,0,0.101,0.374,117.817,194827
Black Hole,Griff,Angry,https://youtu.be/A7E22-6L_WE?si=zm759cJbqkvonE4Q,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Lily,Alan Walker,Angry,https://youtu.be/ox4tmEV6-QU?si=PBKJmJnPHCfC1-CF,80,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41E-06,0.351,0.325,160.048,199758
DerniÃ¨re Danse,Yves V,Angry,https://youtu.be/K5KAc5CoCuk?si=8ZjVLJLnkCMzRwJO,82,0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97,190534
Impossible,Shontelle,Angry,https://youtu.be/yb8rII5lRng?si=tmvVX9DdgaPwas7E,62,0.541,0.653,5,-5.954,1,0.04,0.00531,0,0.126,0.264,123.854,212468
Get Together,David Guetta,Angry,https://youtu.be/1GyBYm3Vw6g?si=gWuurKs4ZfVf8h9i,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
Enjoy Enjaami,DJ Snake,Angry,https://youtu.be/hTOGHGYnOcg?si=d459EuCdeiucDu-K,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
Righteous,Juice WRLD,Angry,https://youtu.be/TY86hAShRK4?si=7zv2hZDQQYyGVNEa,62,0.432,0.612,11,-8.846,0,0.211,0.00185,0,0.308,0.253,88.716,205333
Wolves,Big Sean,Angry,https://youtu.be/QsPGi9OXqUM?si=0dkClVvz1yPWXBD4,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
Leave Before You Love Me,Marshmello,Angry,https://youtu.be/5ogUKZXBMUQ?si=iNJXalg-Wb5V9uDu,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Family,The Chainsmokers,Angry,https://youtu.be/RFyEdwDrh-A?si=9pS0_88onR2jO5zt,0,0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,194621
By Your Side,Calvin Harris,Angry,https://youtu.be/E0t4cqPKojo?si=R3kuXgmtPTpERo26,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333
Gasoline,Cash Cash,Angry,https://youtu.be/6EAF8FPEii8?si=qo0M3l7VXKFOgLua,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333
Symphony,Clean Bandit,Angry,https://youtu.be/PIf9GvWaxQQ?si=714qjvTzEMFO-cR8,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333
Paris,The Chainsmokers,Angry,https://youtu.be/Kcz2BnDpUpA?si=joPq2wJnjMix1wMr,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
u love u,blackbear,Angry,https://youtu.be/fJfecDD2rbY?si=YrLmOqfnW6Hhtri8,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
734,Juice WRLD,Angry,https://youtu.be/CToD90WD71I?si=mvzopiOcwtlGfI3_,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Break My Heart Myself,Bebe Rexha,Angry,https://youtu.be/9y1c4XMFVYU?si=iRArfBCfAj4BXwIe,77,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,202205
Alive,Empire of the Sun,Angry,https://youtu.be/MeK8eU5JoI0?si=Z9fM_N6RMJQHJ9Co,75,0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,217440
We're Coming Up,Julie Bergan,Angry,https://youtu.be/Nuwr6p1WuoM?si=iDTCr_n_s9dFSuk_,69,0.54,0.793,5,-4.379,1,0.0493,0.0744,0,0.354,0.399,112.219,201199
SeÃ±orita,Shawn Mendes,Angry,https://youtu.be/dFp_b5DPIIo?si=akLBAuKX862JDgEM,63,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,233630
Rewrite The Stars,Zac Efron,Angry,https://youtu.be/RI-HOQ27QEM?si=2-woFqM2-IJOq5Za,45,0.535,0.701,1,-5.905,0,0.0297,0.00649,6.37E-06,0.403,0.334,138.05,263509
Best Part of Me,Ed Sheeran,Angry,https://youtu.be/iyOfTgKc6Io?si=Tk9b9h2ipXWBJwrg,56,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12E-05,0.0683,0.272,102.977,181812
Looking at Me,Sabrina Carpenter,Angry,https://youtu.be/pJuabhB-m3c?si=kRwHFt7-tyjNEFhw,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Say My Name,David Guetta,Angry,https://youtu.be/ejE-4uaE3GA?si=DvsxkhPbEHc5RLCn,0,0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,194621
We Don't Care,Sigala,Angry,https://youtu.be/RP1RfkC0u0c?si=fZlviBdU8sTXaMDK,56,0.824,0.666,1,-7.079,1,0.228,0.0361,0,0.388,0.263,144.02,149947
Element,Pop Smoke,Angry,https://youtu.be/EZkNUmVXg6U?si=xQIkuVFS5XoIRibb,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
Timber,Pitbull,Angry,https://youtu.be/pzeGGTT69A4?si=VPuOIXvTpvRE-0GD,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
Big Gangsta,Kevin Gates,Angry,https://youtu.be/_CfeRkcysso?si=EaLeoLzIvQYd50jq,78,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,173800
Black Mask,Jay Gwuapo,Angry,https://youtu.be/YM96gkuPSV8?si=arNo5m4FsXNdBomp,82,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180823
Hope,XXXTENTACION,Angry,https://youtu.be/18nYb2fw7vU?si=nyhLxPuliS-T_ukk,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
Share,Ruth B.,Angry,https://youtu.be/rHaoqEIrmrM?si=itTiz8vCJi_iknrZ,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Eastside,benny blanco,Angry,https://youtu.be/KFof8aaUvGY?si=1LumCrENCEo74Gem,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
New Love,Silk City,Angry,https://youtu.be/s34VO0MRHgg?si=qEhF7NShGRFq7RTK,70,0.664,0.66,5,-4.646,1,0.0243,0.512,0,0.26,0.355,99.946,221466
Sky,Mike Candys,Angry,https://youtu.be/yLZ5G1xWWNM?si=IHwZyZRh4HkVfFBw,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
Solo,Clean Bandit,Angry,https://www.youtube.com/watch?v=Nl9_jK1pt7Q,62,0.59,0.677,0,-5.395,1,0.0577,0.00882,0.000147,0.157,0.304,184.573,174811
On My Life,Cheat Codes,Angry,https://www.youtube.com/watch?v=8EJ3zbKTWQ8,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
anxiety,blackbear,Angry,https://www.youtube.com/watch?v=2Y6Nne8RvaA,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Bandey,The Local Train,Angry,https://www.youtube.com/watch?v=JGwWNGJdvx8,82,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180823
Weekend Vibe,JubÃ«l,Angry,https://www.youtube.com/watch?v=RgKAFK5djSk,45,0.551,0.767,6,-4.602,1,0.0577,0.00383,0,0.129,0.391,90.032,206387
deja vu,Olivia Rodrigo,Angry,https://www.youtube.com/watch?v=ZbZSe6N_BXs,45,0.551,0.767,6,-4.602,1,0.0577,0.00383,0,0.129,0.391,90.032,206387
Monster,Shawn Mendes,Angry,https://www.youtube.com/watch?v=Pw-0pbY9JeU,56,0.406,0.711,4,-3.064,1,0.0436,0.373,0.00195,0.139,0.268,159.862,245250
exile,Taylor Swift,Angry,https://www.youtube.com/watch?v=3AtDnEC4zak,73,0.587,0.648,11,-6.927,0,0.0439,0.0561,0,0.115,0.281,144.028,220141
2U,David Guetta,Angry,https://www.youtube.com/watch?v=2Vv-BfVoq4g,53,0.6,0.788,1,-4.482,0,0.111,0.247,0,0.105,0.301,94.038,186702
Centuries,Fall Out Boy,Angry,https://www.youtube.com/watch?v=RgKAFK5djSk,45,0.551,0.767,6,-4.602,1,0.0577,0.00383,0,0.129,0.391,90.032,206387
Perfect Strangers,Jonas Blue,Angry,https://www.youtube.com/watch?v=SBGfHkrr8lc,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
One Moment in Time,Whitney Houston,Angry,https://www.youtube.com/watch?v=96aAx0kxVSA,77,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519
Interstellar- Main Theme,Geek Music,Angry,https://www.youtube.com/watch?v=UDVtMYqUAyw,77,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519
Think About You,Kygo,Angry,https://www.youtube.com/watch?v=O8Z2t8i1QfA,63,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,233630
Galway Girl,Ed Sheeran,Angry,https://www.youtube.com/watch?v=87gWaABqGYs,55,0.567,0.793,11,-5.715,0,0.052,0.254,4.24E-05,0.0378,0.395,158.083,360438
No Money,Galantis,Angry,https://www.youtube.com/watch?v=xUVz4nRmxn4,56,0.55,0.64,7,-4.448,1,0.0266,0.0687,0,0.131,0.197,95.487,295333
All Too Well,Jake Scott,Angry,https://www.youtube.com/watch?v=J-qlQ8v7s2U,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
Main Rahoon Ya Na Rahoon,Armaan Malik,Angry,https://www.youtube.com/watch?v=JGwWNGJdvx8,78,0.715,0.639,5,-5.017,0,0.0752,0.0622,0,0.157,0.151,149.996,205800
Scars To Your Beautiful,Alessia Cara,Angry,https://www.youtube.com/watch?v=MWASeaYuHZo,55,0.489,0.725,0,-5.883,0,0.0825,0.0126,0,0.505,0.275,125.818,165000
Love Again,Dua Lipa,Angry,https://www.youtube.com/watch?v=BC19kwABFwc,0,0.333,0.637,1,-4.904,0,0.0581,0.131,1.80E-05,0.149,0.132,139.898,172693
A Whole New World,ZAYN,Angry,https://www.youtube.com/watch?v=rg_zwK_sSEY,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Shape of You,Ed Sheeran,Angry,https://www.youtube.com/watch?v=_dK2tDK9grQ,0,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,307440
IDK You Yet,Alexander 23,Angry,https://www.youtube.com/watch?v=2WFcY8kt8kE,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333
Hate Me,Ellie Goulding,Angry,https://www.youtube.com/watch?v=U1Y9sYfLr0E,49,0.685,0.672,1,-7.236,0,0.102,0.0869,5.54E-05,0.227,0.335,100.009,218400
One More Time,Robin Schulz,Angry,https://www.youtube.com/watch?v=3AtDnEC4zak,69,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,231013
Zombie,The Cranberries,Angry,https://www.youtube.com/watch?v=6Ejga4kJUts,73,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46E-06,0.306,0.247,196.093,247267
